work_ref,duration_days,event_observed,entry_days,log_amount,is_sanctioned,archetype_id,state_name
MP3017411-W87014,207.0,True,0.0,5.75968219505281,True,13,Kerala
MP3018941-W87015,854.0,False,0.0,4.698970004336019,True,13,Andhra Pradesh
MP3019018-W87018,840.0,True,0.0,5.055684064919413,True,30,Jammu And Kashmir
MP3017411-W87019,854.0,False,0.0,5.6020599913279625,True,25,Kerala
MP3017411-W87021,854.0,False,0.0,5.6020599913279625,True,25,Kerala
MP3018944-W87022,798.0,True,0.0,5.38913063030664,True,44,Andhra Pradesh
MP3018941-W87024,854.0,False,0.0,6.041392685158225,True,2,Andhra Pradesh
MP3019255-W87025,854.0,False,0.0,6.698970004336019,True,9,Andhra Pradesh
MP3018941-W87026,854.0,False,0.0,5.096910013008056,False,20,Andhra Pradesh
MP3019125-W87027,36.0,True,0.0,5.38363586836188,True,0,Punjab
MP3019164-W87028,672.0,True,0.0,5.693096148639901,True,12,Tamil Nadu
MP3019255-W87030,854.0,False,0.0,6.698970004336019,True,9,Andhra Pradesh
MP3018941-W87031,854.0,False,0.0,5.778151250383644,True,25,Andhra Pradesh
MP3017479-W87032,854.0,False,0.0,6.518513939877887,True,20,West Bengal
MP3018941-W87034,726.0,True,0.0,4.988879877319929,True,19,Andhra Pradesh
MP3019255-W87035,612.0,True,0.0,6.371024985125509,True,1,Andhra Pradesh
MP3019119-W87036,781.0,True,0.0,5.698970004336019,True,12,Odisha
MP3018941-W87037,726.0,True,0.0,5.3968250476287745,True,45,Andhra Pradesh
MP3019118-W87041,854.0,False,0.0,5.477121254719663,True,18,Odisha
MP3018941-W87045,729.0,True,0.0,5.248500479072031,True,21,Andhra Pradesh
MP3018941-W87046,854.0,False,0.0,5.096910013008056,False,21,Andhra Pradesh
MP3018941-W87047,854.0,False,0.0,5.096910013008056,True,21,Andhra Pradesh
MP3019018-W87048,49.0,True,0.0,5.334855689617291,True,28,Jammu And Kashmir
MP3018941-W87049,854.0,False,0.0,5.096910013008056,True,21,Andhra Pradesh
MP3018941-W87054,726.0,True,0.0,5.382933319673481,True,19,Andhra Pradesh
MP3018941-W87055,726.0,True,0.0,5.388621545547715,True,19,Andhra Pradesh
MP3018941-W87056,854.0,False,0.0,5.3979400086720375,True,5,Andhra Pradesh
MP3017411-W87061,20.0,True,0.0,5.386650540866405,True,30,Kerala
MP3017411-W87062,8.0,True,0.0,5.386650540866405,True,30,Kerala
MP3017411-W87063,8.0,True,0.0,5.3981484200086305,True,30,Kerala
MP3017411-W87064,35.0,True,0.0,5.386650540866405,True,30,Kerala
MP3017411-W87065,20.0,True,0.0,5.386650540866405,True,30,Kerala
MP3017411-W87066,8.0,True,0.0,5.386650540866405,True,30,Kerala
MP3017411-W87067,8.0,True,0.0,5.386650540866405,True,30,Kerala
MP3017411-W87068,8.0,True,0.0,5.3981484200086305,True,30,Kerala
MP3019119-W87070,859.0,False,0.0,5.301029995663981,True,3,Odisha
MP3017411-W87071,8.0,True,0.0,5.3981484200086305,True,30,Kerala
MP3019176-W87072,739.0,True,0.0,5.77526083313605,True,21,Telangana
MP3019176-W87073,854.0,False,0.0,6.079181246047625,True,9,Telangana
MP3019176-W87074,854.0,False,0.0,6.633468455579586,True,12,Telangana
MP3019176-W87075,854.0,False,0.0,6.537819095073274,True,49,Telangana
MP3019176-W87076,739.0,True,0.0,5.7757764165271785,True,21,Telangana
MP3019176-W87077,854.0,False,0.0,6.786751422145561,True,9,Telangana
MP3019176-W87078,739.0,True,0.0,5.775687616699172,True,21,Telangana
MP3019176-W87079,854.0,False,0.0,6.319106059309776,True,2,Telangana
MP3019176-W87080,739.0,True,0.0,5.775517973116896,True,31,Telangana
MP3019176-W87081,567.0,True,0.0,6.091429173427143,True,9,Telangana
MP3017411-W87082,35.0,True,0.0,5.386650540866405,True,30,Kerala
MP3018972-W87083,128.0,True,0.0,5.999067873033246,True,39,Bihar
MP3019111-W87084,660.0,True,0.0,5.698970004336019,True,5,Odisha
MP3018950-W87088,854.0,False,0.0,5.477121254719663,True,29,Arunachal Pradesh
MP3019119-W87089,859.0,False,0.0,5.698970004336019,True,49,Odisha
MP3018357-W87090,517.0,True,0.0,5.694077583652521,True,48,Bihar
MP3017396-W87091,766.0,True,0.0,5.564429326997984,True,9,Jammu And Kashmir
MP3019119-W87092,859.0,False,0.0,5.698970004336019,True,9,Odisha
MP3019145-W87094,854.0,False,0.0,5.878916846726776,True,29,Rajasthan
MP3019145-W87097,854.0,False,0.0,5.878916846726776,True,29,Rajasthan
MP3019145-W87099,854.0,False,0.0,5.878916846726776,True,29,Rajasthan
MP3019145-W87100,854.0,False,0.0,5.878916846726776,True,29,Rajasthan
MP3019145-W87101,854.0,False,0.0,5.878916846726776,True,29,Rajasthan
MP3019145-W87104,854.0,False,0.0,5.878916846726776,True,29,Rajasthan
MP3019145-W87105,854.0,False,0.0,5.878916846726776,True,29,Rajasthan
MP3019210-W87106,716.0,True,0.0,5.688776544490776,True,35,Uttar Pradesh
MP3019210-W87107,716.0,True,0.0,5.691057609692363,True,35,Uttar Pradesh
MP3018941-W87108,726.0,True,0.0,5.39622202051296,True,45,Andhra Pradesh
MP3019119-W87109,859.0,False,0.0,5.6020599913279625,True,12,Odisha
MP3018941-W87110,854.0,False,0.0,5.3979400086720375,True,44,Andhra Pradesh
MP3018972-W87112,514.0,True,0.0,5.953063489894306,True,35,Bihar
MP3018941-W87113,726.0,True,0.0,4.875038100401647,True,15,Andhra Pradesh
MP3019145-W87115,854.0,False,0.0,5.698970004336019,True,42,Rajasthan
MP3019145-W87116,854.0,False,0.0,5.698970004336019,True,19,Rajasthan
MP3018941-W87117,854.0,False,0.0,5.3979400086720375,True,5,Andhra Pradesh
MP3018941-W87118,854.0,False,0.0,5.3979400086720375,True,5,Andhra Pradesh
MP3018941-W87120,854.0,False,0.0,5.3979400086720375,False,5,Andhra Pradesh
MP3018941-W87121,854.0,False,0.0,5.0,True,12,Andhra Pradesh
MP3018941-W87122,854.0,False,0.0,5.204119982655925,True,44,Andhra Pradesh
MP3019176-W87123,854.0,False,0.0,5.778151250383644,True,21,Telangana
MP3019176-W87124,854.0,False,0.0,5.778151250383644,True,21,Telangana
MP3019176-W87125,739.0,True,0.0,6.254747415298655,True,49,Telangana
MP3019176-W87126,854.0,False,0.0,5.903089986991944,True,9,Telangana
MP3019176-W87127,854.0,False,0.0,6.243038048686294,True,22,Telangana
MP3018941-W87128,854.0,False,0.0,5.079181246047625,True,44,Andhra Pradesh
MP3018941-W87129,854.0,False,0.0,5.176091259055681,True,21,Andhra Pradesh
MP3018941-W87130,854.0,False,0.0,5.301029995663981,False,5,Andhra Pradesh
MP3018941-W87132,854.0,False,0.0,5.096910013008056,True,5,Andhra Pradesh
MP3019210-W87133,541.0,True,0.0,5.599162287443591,True,35,Uttar Pradesh
MP3019210-W87134,592.0,True,0.0,5.698970004336019,True,35,Uttar Pradesh
MP3018941-W87135,726.0,True,0.0,5.380938076414523,True,45,Andhra Pradesh
MP3018397-W87137,854.0,False,0.0,5.0,True,40,Telangana
MP3018397-W87138,575.0,True,0.0,4.999995657033466,True,40,Telangana
MP3018397-W87139,854.0,False,0.0,5.0,True,40,Telangana
MP3019210-W87140,594.0,True,0.0,5.698970004336019,True,35,Uttar Pradesh
MP3019210-W87142,592.0,True,0.0,5.698970004336019,True,35,Uttar Pradesh
MP3017444-W87143,854.0,False,0.0,6.301029995663981,True,47,Punjab
MP3018397-W87145,854.0,False,0.0,5.0,True,40,Telangana
MP3018397-W87149,854.0,False,0.0,5.176091259055681,True,21,Telangana
MP3017444-W87152,854.0,False,0.0,5.6020599913279625,True,9,Punjab
MP3017444-W87154,854.0,False,0.0,5.477121254719663,True,19,Punjab
MP3017406-W87157,720.0,True,0.0,5.6974167989113695,True,31,Karnataka
MP3017406-W87158,653.0,True,0.0,5.696191203083205,True,21,Karnataka
MP3019265-W87159,854.0,False,0.0,6.0,True,35,Uttarakhand
MP3019265-W87160,854.0,False,0.0,5.477121254719663,True,25,Uttarakhand
MP3019265-W87161,854.0,False,0.0,6.113943352306837,True,38,Uttarakhand
MP3017406-W87162,720.0,True,0.0,5.696452499612821,True,31,Karnataka
MP3019220-W87164,854.0,False,0.0,5.3747483460101035,True,38,Uttar Pradesh
MP3019220-W87165,725.0,True,0.0,5.297482561220536,True,38,Uttar Pradesh
MP3017406-W87166,653.0,True,0.0,5.698198011603515,True,21,Karnataka
MP3018397-W87167,647.0,True,0.0,4.999730653915303,True,40,Telangana
MP3018397-W87168,653.0,True,0.0,4.999391561719091,True,40,Telangana
MP3017396-W87169,854.0,False,0.0,5.778151250383644,True,19,Jammu And Kashmir
MP3018398-W87171,854.0,False,0.0,6.698970004336019,True,9,Telangana
MP3018945-W87173,854.0,False,0.0,6.301029995663981,True,43,Andhra Pradesh
MP3019162-W87174,17.0,True,0.0,5.543857050070591,True,40,Tamil Nadu
MP3019162-W87177,6.0,True,0.0,5.537931116012903,True,27,Tamil Nadu
MP3018954-W87178,659.0,True,0.0,5.698961318359521,True,38,Assam
MP3018954-W87179,659.0,True,0.0,5.999991314023502,True,9,Assam
MP3018954-W87180,854.0,False,0.0,5.698970004336019,True,9,Assam
MP3018954-W87181,854.0,False,0.0,5.698970004336019,True,9,Assam
MP3018954-W87182,659.0,True,0.0,5.698961318359521,True,9,Assam
MP3018954-W87187,659.0,True,0.0,5.698961318359521,True,9,Assam
MP3018954-W87188,659.0,True,0.0,5.698961318359521,True,2,Assam
MP3018954-W87189,672.0,True,0.0,5.698961318359521,True,2,Assam
MP3018954-W87190,854.0,False,0.0,5.698970004336019,True,9,Assam
MP3017375-W87193,780.0,True,0.0,5.51000180252866,True,44,Andhra Pradesh
MP3017375-W87194,780.0,True,0.0,5.57218478121679,True,5,Andhra Pradesh
MP3018372-W87196,854.0,False,0.0,5.461648568063455,True,48,Jharkhand
MP3018372-W87197,854.0,False,0.0,5.750199727829182,True,48,Jharkhand
MP3018372-W87198,854.0,False,0.0,5.745855195173729,True,48,Jharkhand
MP3018996-W87200,533.0,True,0.0,4.698970004336019,True,28,Gujarat
MP3018996-W87201,521.0,True,0.0,4.69837026403494,True,6,Gujarat
MP3018996-W87202,533.0,True,0.0,5.176091259055681,True,44,Gujarat
MP3018996-W87203,533.0,True,0.0,5.0,True,13,Gujarat
MP3018996-W87204,533.0,True,0.0,5.0,True,44,Gujarat
MP3018996-W87205,533.0,True,0.0,5.0,True,44,Gujarat
MP3018996-W87206,854.0,False,0.0,4.698970004336019,True,2,Gujarat
MP3018996-W87207,533.0,True,0.0,4.698970004336019,True,44,Gujarat
MP3017411-W87209,42.0,True,0.0,5.386650540866405,True,30,Kerala
MP3017411-W87219,38.0,True,0.0,5.698727600378121,True,44,Kerala
MP3017411-W87220,52.0,True,0.0,6.093913840099317,True,44,Kerala
MP3017381-W87221,546.0,True,0.0,6.175109803491792,True,16,Bihar
MP3017381-W87222,546.0,True,0.0,6.019184442319537,True,35,Bihar
MP3017381-W87223,546.0,True,0.0,6.013480179002552,True,35,Bihar
MP3017411-W87226,0.5,True,0.0,5.386650540866405,True,30,Kerala
MP3017411-W87227,42.0,True,0.0,5.386650540866405,True,30,Kerala
MP3017411-W87228,42.0,True,0.0,5.3994764273872065,True,30,Kerala
MP3017411-W87229,206.0,True,0.0,5.629149556258454,True,13,Kerala
MP3017288-W87231,514.0,True,0.0,6.391640703492388,True,26,Rajasthan
MP3017411-W87233,13.0,True,0.0,5.3981484200086305,True,30,Kerala
MP3019162-W87237,6.0,True,0.0,5.538386454202872,True,27,Tamil Nadu
MP3017472-W87240,507.0,True,0.0,5.635829436284991,True,42,Uttar Pradesh
MP3017472-W87241,507.0,True,0.0,5.753079536999583,True,47,Uttar Pradesh
MP3017472-W87242,251.0,True,0.0,5.6901810124075585,True,45,Uttar Pradesh
MP3017472-W87243,251.0,True,0.0,5.6901810124075585,True,45,Uttar Pradesh
MP3017472-W87244,251.0,True,0.0,5.6901810124075585,True,45,Uttar Pradesh
MP3017472-W87245,251.0,True,0.0,5.6901810124075585,True,45,Uttar Pradesh
MP3017472-W87246,251.0,True,0.0,5.6901810124075585,True,45,Uttar Pradesh
MP3017472-W87248,251.0,True,0.0,5.6901810124075585,True,45,Uttar Pradesh
MP3017472-W87249,251.0,True,0.0,5.6901810124075585,True,45,Uttar Pradesh
MP3017472-W87250,251.0,True,0.0,5.6901810124075585,True,45,Uttar Pradesh
MP3017472-W87251,251.0,True,0.0,5.6901810124075585,True,45,Uttar Pradesh
MP3017472-W87252,251.0,True,0.0,5.6901810124075585,True,45,Uttar Pradesh
MP3019162-W87254,6.0,True,0.0,5.53840279725018,True,27,Tamil Nadu
MP3017411-W87255,34.0,True,0.0,5.386650540866405,True,30,Kerala
MP3018985-W87258,854.0,False,0.0,5.698970004336019,True,35,Chhattisgarh
MP3018985-W87259,755.0,True,0.0,5.397868778535974,True,46,Chhattisgarh
MP3017445-W87263,854.0,False,0.0,5.903089986991944,True,9,Punjab
MP3017445-W87264,405.0,True,0.0,5.6020599913279625,True,42,Punjab
MP3018372-W87266,854.0,False,0.0,5.3993275321586784,True,6,Jharkhand
MP3018372-W87267,854.0,False,0.0,5.5281450782531065,True,48,Jharkhand
MP3018372-W87268,854.0,False,0.0,5.745855195173729,True,48,Jharkhand
MP3018994-W87275,854.0,False,0.0,5.477121254719663,True,44,Gujarat
MP3018397-W87276,581.0,True,0.0,6.318628802272389,True,45,Telangana
MP3019531-W87278,538.0,True,0.0,5.542873955722793,True,15,West Bengal
MP3019531-W87281,539.0,True,0.0,5.542873955722793,True,49,West Bengal
MP3018340-W87282,330.0,True,0.0,5.69825456665193,True,13,Andhra Pradesh
MP3018340-W87283,60.0,True,0.0,5.698540709281203,True,44,Andhra Pradesh
MP3018340-W87284,854.0,False,0.0,5.698970004336019,True,13,Andhra Pradesh
MP3018340-W87285,60.0,True,0.0,5.698691966886123,True,13,Andhra Pradesh
MP3018340-W87286,854.0,False,0.0,5.698970004336019,True,13,Andhra Pradesh
MP3018340-W87287,854.0,False,0.0,5.477121254719663,True,2,Andhra Pradesh
MP3018340-W87288,854.0,False,0.0,5.698970004336019,True,13,Andhra Pradesh
MP3018340-W87289,854.0,False,0.0,5.698970004336019,True,17,Andhra Pradesh
MP3018340-W87290,854.0,False,0.0,5.698970004336019,True,10,Andhra Pradesh
MP3018340-W87291,88.0,True,0.0,5.507033710930549,True,9,Andhra Pradesh
MP3018340-W87292,109.0,True,0.0,6.117202333499665,True,13,Andhra Pradesh
MP3018340-W87293,854.0,False,0.0,5.698970004336019,True,9,Andhra Pradesh
MP3018340-W87294,854.0,False,0.0,5.698970004336019,True,13,Andhra Pradesh
MP3018340-W87295,52.0,True,0.0,5.410291226352539,True,19,Andhra Pradesh
MP3018340-W87296,854.0,False,0.0,5.477121254719663,True,20,Andhra Pradesh
MP3018340-W87297,854.0,False,0.0,5.698970004336019,True,45,Andhra Pradesh
MP3018340-W87299,122.0,True,0.0,5.9772204466353855,True,9,Andhra Pradesh
MP3018340-W87300,854.0,False,0.0,5.698970004336019,True,21,Andhra Pradesh
MP3018340-W87301,854.0,False,0.0,5.3979400086720375,True,21,Andhra Pradesh
MP3018340-W87302,125.0,True,0.0,5.8062803929723295,True,49,Andhra Pradesh
MP3018954-W87303,659.0,True,0.0,5.698961318359521,True,12,Assam
MP3018954-W87304,854.0,False,0.0,5.698970004336019,True,9,Assam
MP3018954-W87305,659.0,True,0.0,5.698961318359521,True,38,Assam
MP3018954-W87306,854.0,False,0.0,5.698970004336019,True,9,Assam
MP3019531-W87307,538.0,True,0.0,6.320376671203491,True,13,West Bengal
MP3018340-W87309,857.0,False,0.0,5.698970004336019,True,19,Andhra Pradesh
MP3019531-W87310,538.0,True,0.0,5.702684662223828,True,13,West Bengal
MP3018340-W87311,857.0,False,0.0,5.698970004336019,True,19,Andhra Pradesh
MP3018397-W87313,854.0,False,0.0,5.0,True,12,Telangana
MP3018340-W87314,857.0,False,0.0,5.698970004336019,True,13,Andhra Pradesh
MP3019531-W87315,539.0,True,0.0,5.808207595815587,True,13,West Bengal
MP3018340-W87316,857.0,False,0.0,5.698970004336019,True,19,Andhra Pradesh
MP3019531-W87317,538.0,True,0.0,5.9037821348492825,True,15,West Bengal
MP3018954-W87318,594.0,True,0.0,5.698961318359521,True,12,Assam
MP3018340-W87320,857.0,False,0.0,5.6020599913279625,True,13,Andhra Pradesh
MP3018340-W87321,857.0,False,0.0,5.301029995663981,True,13,Andhra Pradesh
MP3018340-W87322,857.0,False,0.0,5.6020599913279625,True,13,Andhra Pradesh
MP3019531-W87332,854.0,False,0.0,5.731986619025637,True,13,West Bengal
MP3019531-W87333,538.0,True,0.0,6.0236766671857955,True,13,West Bengal
MP3018340-W87334,857.0,False,0.0,5.3979400086720375,True,21,Andhra Pradesh
MP3018340-W87335,857.0,False,0.0,5.698970004336019,True,13,Andhra Pradesh
MP3019531-W87336,539.0,True,0.0,5.967507259202543,True,13,West Bengal
MP3018340-W87342,857.0,False,0.0,5.698970004336019,True,13,Andhra Pradesh
MP3018340-W87345,50.0,True,0.0,5.693047723033842,True,13,Andhra Pradesh
MP3019531-W87346,854.0,False,0.0,5.610103100057625,True,20,West Bengal
MP3018340-W87347,39.0,True,0.0,5.694776250948709,True,13,Andhra Pradesh
MP3018342-W87349,31.0,True,0.0,5.697005161049522,True,47,Andhra Pradesh
MP3019531-W87352,854.0,False,0.0,6.114829744165272,True,13,West Bengal
MP3018340-W87354,857.0,False,0.0,5.698970004336019,True,13,Andhra Pradesh
MP3019531-W87355,538.0,True,0.0,5.61218284355444,True,23,West Bengal
MP3018340-W87356,857.0,False,0.0,5.698970004336019,True,17,Andhra Pradesh
MP3019531-W87363,539.0,True,0.0,6.111453735920259,True,13,West Bengal
MP3017479-W87365,664.0,True,0.0,6.322108018369213,True,45,West Bengal
MP3019531-W87367,854.0,False,0.0,6.123956446762603,True,13,West Bengal
MP3019531-W87369,854.0,False,0.0,5.92204780377193,True,22,West Bengal
MP3017378-W87370,854.0,False,0.0,5.301029995663981,True,19,Arunachal Pradesh
MP3018985-W87371,657.0,True,0.0,5.3979400086720375,True,38,Chhattisgarh
MP3018985-W87372,854.0,False,0.0,5.477121254719663,True,16,Chhattisgarh
MP3018985-W87373,854.0,False,0.0,5.477121254719663,True,46,Chhattisgarh
MP3018985-W87374,235.0,True,0.0,5.477121254719663,True,16,Chhattisgarh
MP3018985-W87375,322.0,True,0.0,5.698970004336019,True,35,Chhattisgarh
MP3017479-W87376,664.0,True,0.0,6.322080712005082,True,45,West Bengal
MP3018941-W87378,854.0,False,0.0,5.301029995663981,True,15,Andhra Pradesh
MP3019531-W87379,854.0,False,0.0,6.1598963983864135,True,12,West Bengal
MP3019531-W87381,538.0,True,0.0,6.25544088220806,True,13,West Bengal
MP3017479-W87382,658.0,True,0.0,6.653063283857487,True,28,West Bengal
MP3019531-W87384,854.0,False,0.0,5.568201724066995,False,29,West Bengal
MP3019531-W87385,538.0,True,0.0,5.8066892926465945,True,19,West Bengal
MP3019531-W87387,538.0,True,0.0,6.082925326975838,True,28,West Bengal
MP3018408-W87392,206.0,True,0.0,5.906865462258907,True,38,Uttar Pradesh
MP3019531-W87394,854.0,False,0.0,5.989004615698537,True,29,West Bengal
MP3017387-W87395,854.0,False,0.0,5.3979400086720375,True,44,Gujarat
MP3019531-W87399,538.0,True,0.0,5.849143515397857,True,12,West Bengal
MP3019531-W87405,538.0,True,0.0,5.829564271378415,True,13,West Bengal
MP3019531-W87407,538.0,True,0.0,5.654456672564437,True,13,West Bengal
MP3018365-W87408,785.0,True,0.0,5.698970004336019,True,46,Chhattisgarh
MP3018365-W87409,699.0,True,0.0,5.698970004336019,True,38,Chhattisgarh
MP3019531-W87411,538.0,True,0.0,5.915198208230714,True,13,West Bengal
MP3018413-W87412,854.0,False,0.0,6.176091259055681,True,9,Uttar Pradesh
MP3018413-W87413,854.0,False,0.0,6.176091259055681,True,9,Uttar Pradesh
MP3018413-W87414,854.0,False,0.0,6.176091259055681,True,9,Uttar Pradesh
MP3018413-W87415,854.0,False,0.0,6.176091259055681,True,9,Uttar Pradesh
MP3018413-W87416,717.0,True,0.0,6.080278623488987,True,9,Uttar Pradesh
MP3018413-W87417,854.0,False,0.0,5.6020599913279625,True,45,Uttar Pradesh
MP3018413-W87418,719.0,True,0.0,5.59321737215445,True,45,Uttar Pradesh
MP3018413-W87419,854.0,False,0.0,5.898450919198375,True,4,Uttar Pradesh
MP3019531-W87421,538.0,True,0.0,6.21509508357426,True,13,West Bengal
MP3019531-W87428,539.0,True,0.0,5.594305240673342,True,20,West Bengal
MP3018969-W87429,101.0,True,0.0,6.046104787246039,True,8,Bihar
MP3018969-W87430,101.0,True,0.0,6.046104787246039,True,8,Bihar
MP3018969-W87431,101.0,True,0.0,6.046104787246039,True,8,Bihar
MP3018969-W87432,104.0,True,0.0,6.046104787246039,True,8,Bihar
MP3018969-W87433,101.0,True,0.0,6.046104787246039,True,8,Bihar
MP3018969-W87434,102.0,True,0.0,6.046104787246039,True,8,Bihar
MP3018969-W87435,101.0,True,0.0,6.046104787246039,True,8,Bihar
MP3018969-W87436,100.0,True,0.0,6.046104787246039,True,8,Bihar
MP3019531-W87437,538.0,True,0.0,5.537952509984733,True,13,West Bengal
MP3019531-W87438,538.0,True,0.0,5.688130492642342,True,13,West Bengal
MP3019299-W87440,854.0,False,0.0,6.041392685158225,True,10,West Bengal
MP3019531-W87441,627.0,True,0.0,5.535554871671173,True,13,West Bengal
MP3017330-W87442,854.0,False,0.0,6.977494969073036,True,22,Uttar Pradesh
MP3019531-W87448,538.0,True,0.0,5.538300957470328,True,13,West Bengal
MP3017472-W87450,160.0,True,0.0,5.223392092448771,True,27,Uttar Pradesh
MP3017472-W87451,167.0,True,0.0,5.223392092448771,True,27,Uttar Pradesh
MP3017472-W87452,167.0,True,0.0,5.223392092448771,True,27,Uttar Pradesh
MP3017472-W87453,160.0,True,0.0,5.223392092448771,True,27,Uttar Pradesh
MP3017472-W87454,160.0,True,0.0,5.223392092448771,True,27,Uttar Pradesh
MP3017472-W87455,160.0,True,0.0,5.223392092448771,True,27,Uttar Pradesh
MP3017472-W87456,160.0,True,0.0,5.223392092448771,True,27,Uttar Pradesh
MP3018969-W87462,101.0,True,0.0,6.046104787246039,True,8,Bihar
MP3018969-W87463,100.0,True,0.0,6.046104787246039,True,8,Bihar
MP3018969-W87464,101.0,True,0.0,6.046104787246039,True,8,Bihar
MP3018969-W87465,100.0,True,0.0,6.046104787246039,True,8,Bihar
MP3018969-W87466,101.0,True,0.0,6.046104787246039,True,8,Bihar
MP3018969-W87467,106.0,True,0.0,6.046104787246039,True,8,Bihar
MP3019531-W87468,538.0,True,0.0,6.184300958005244,True,28,West Bengal
MP3018954-W87471,659.0,True,0.0,5.698961318359521,True,2,Assam
MP3018954-W87472,854.0,False,0.0,5.698970004336019,True,9,Assam
MP3018954-W87474,854.0,False,0.0,5.698970004336019,True,9,Assam
MP3018954-W87475,590.0,True,0.0,5.698961318359521,True,1,Assam
MP3019531-W87476,538.0,True,0.0,5.915128514312598,True,28,West Bengal
MP3017365-W87477,854.0,False,0.0,5.903089986991944,True,37,Odisha
MP3019531-W87478,538.0,True,0.0,6.229669302107393,True,12,West Bengal
MP3019531-W87480,538.0,True,0.0,5.219560951085025,True,48,West Bengal
MP3019531-W87482,538.0,True,0.0,5.5433564595993206,True,12,West Bengal
MP3019299-W87484,854.0,False,0.0,5.954242509439325,True,10,West Bengal
MP3019531-W87485,538.0,True,0.0,5.537169055349366,True,28,West Bengal
MP3019531-W87487,538.0,True,0.0,5.358389855847437,True,48,West Bengal
MP3019531-W87492,538.0,True,0.0,5.540117908086898,True,29,West Bengal
MP3019531-W87494,538.0,True,0.0,5.539025888435833,True,5,West Bengal
MP3017472-W87496,160.0,True,0.0,5.223392092448771,True,27,Uttar Pradesh
MP3019531-W87497,538.0,True,0.0,5.4885352057062535,True,5,West Bengal
MP3019299-W87498,854.0,False,0.0,5.977723605288848,True,10,West Bengal
MP3019531-W87500,539.0,True,0.0,6.189623080274833,True,13,West Bengal
MP3019531-W87508,539.0,True,0.0,6.15925790395318,True,13,West Bengal
MP3018954-W87513,854.0,False,0.0,5.698970004336019,True,1,Assam
MP3018954-W87514,854.0,False,0.0,5.698970004336019,True,2,Assam
MP3018954-W87515,672.0,True,0.0,5.698961318359521,True,2,Assam
MP3018954-W87516,854.0,False,0.0,5.698970004336019,True,2,Assam
MP3018954-W87517,854.0,False,0.0,5.698970004336019,True,2,Assam
MP3019053-W87521,854.0,False,0.0,5.301029995663981,True,25,Madhya Pradesh
MP3019299-W87523,854.0,False,0.0,6.041392685158225,True,10,West Bengal
MP3019053-W87524,854.0,False,0.0,6.017033339298781,True,2,Madhya Pradesh
MP3019299-W87535,854.0,False,0.0,6.060697840353612,True,10,West Bengal
MP3018954-W87537,854.0,False,0.0,5.698970004336019,True,23,Assam
MP3018954-W87538,672.0,True,0.0,5.698961318359521,True,9,Assam
MP3018954-W87539,659.0,True,0.0,5.698961318359521,True,2,Assam
MP3018954-W87540,588.0,True,0.0,5.698961318359521,True,9,Assam
MP3018954-W87541,659.0,True,0.0,5.698961318359521,True,28,Assam
MP3017472-W87542,160.0,True,0.0,5.223392092448771,True,27,Uttar Pradesh
MP3018975-W87544,536.0,True,0.0,6.1736599447872305,True,35,Bihar
MP3017472-W87546,160.0,True,0.0,5.223392092448771,True,27,Uttar Pradesh
MP3019299-W87548,854.0,False,0.0,5.6020599913279625,True,10,West Bengal
MP3018954-W87549,854.0,False,0.0,5.698970004336019,True,2,Assam
MP3018954-W87550,854.0,False,0.0,5.698970004336019,True,9,Assam
MP3018954-W87551,854.0,False,0.0,5.698970004336019,True,9,Assam
MP3018954-W87552,659.0,True,0.0,5.698961318359521,True,2,Assam
MP3018954-W87553,854.0,False,0.0,5.698970004336019,True,2,Assam
MP3018954-W87554,854.0,False,0.0,5.3979400086720375,True,1,Assam
MP3017472-W87561,160.0,True,0.0,5.223392092448771,True,27,Uttar Pradesh
MP3018954-W87564,854.0,False,0.0,5.698970004336019,True,9,Assam
MP3018954-W87565,854.0,False,0.0,6.0,True,47,Assam
MP3019299-W87566,854.0,False,0.0,6.079181246047625,True,10,West Bengal
MP3017472-W87567,160.0,True,0.0,5.223392092448771,True,27,Uttar Pradesh
MP3017472-W87571,507.0,True,0.0,5.223392092448771,True,27,Uttar Pradesh
MP3019299-W87572,854.0,False,0.0,5.8750612633917,True,10,West Bengal
MP3017432-W87573,685.0,True,0.0,6.0,True,2,Manipur
MP3018357-W87575,854.0,False,0.0,5.698970004336019,True,49,Bihar
MP3019299-W87576,854.0,False,0.0,6.079181246047625,True,10,West Bengal
MP3019299-W87578,854.0,False,0.0,6.060697840353612,True,10,West Bengal
MP3019299-W87580,854.0,False,0.0,6.041392685158225,True,10,West Bengal
MP3018954-W87582,854.0,False,0.0,5.698970004336019,True,7,Assam
MP3018954-W87583,854.0,False,0.0,5.698970004336019,True,9,Assam
MP3018954-W87584,854.0,False,0.0,5.698970004336019,True,9,Assam
MP3018954-W87585,854.0,False,0.0,5.698970004336019,True,2,Assam
MP3018954-W87586,854.0,False,0.0,5.3979400086720375,True,9,Assam
MP3019299-W87588,854.0,False,0.0,6.060697840353612,True,10,West Bengal
MP3019299-W87590,854.0,False,0.0,6.079181246047625,True,10,West Bengal
MP3019299-W87592,854.0,False,0.0,5.954242509439325,True,10,West Bengal
MP3017432-W87593,289.0,True,0.0,5.698970004336019,True,25,Manipur
MP3019299-W87594,854.0,False,0.0,5.929418925714293,True,10,West Bengal
MP3019299-W87595,854.0,False,0.0,5.929418925714293,True,10,West Bengal
MP3019299-W87596,854.0,False,0.0,5.954242509439325,True,10,West Bengal
