implementing_agency,period,n_works_in_period,log_median_amount,round_rate,completion_rate,median_delay,templating_rate,backdated_rate,rs_total
BHOJPUR(DISTRICT PLANNING OFFICER BHOJPUR ARRAH_IDA),2025Q4,2,5.439332693830263,1.0,0.0,345.0,0.0,0.0,550000.0
BHOJPUR(DISTRICT PLANNING OFFICER BHOJPUR ARRAH_IDA),2026Q1,4,5.740362689494244,0.75,0.0,345.0,0.0,0.0,3080200.0
BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA),2023Q2,1,5.477121254719663,1.0,0.0,345.0,0.0,0.0,300000.0
BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA),2023Q3,27,5.477121254719663,0.7777777777777778,0.0,345.0,0.0,0.0,11304510.0
BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA),2023Q4,2,5.544068044350276,1.0,0.0,345.0,0.0,0.0,700000.0
BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA),2024Q1,161,5.4861852776888025,0.2670807453416149,0.7018633540372671,40.0,0.4720496894409938,0.024844720496894408,74881175.0
BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA),2024Q3,2,5.698970004336019,1.0,0.0,345.0,0.0,0.0,1000000.0
BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA),2024Q4,12,5.8750612633917,1.0,0.08333333333333333,215.0,0.0,0.0,10200000.0
BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA),2025Q1,27,5.698970004336019,1.0,0.0,345.0,0.37037037037037035,0.0,26000000.0
BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA),2025Q2,20,6.0,1.0,0.0,345.0,0.0,0.0,21150000.0
BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA),2025Q3,16,5.997386384397314,0.625,0.0,345.0,0.0,0.0,18108000.0
BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA),2025Q4,10,6.0,1.0,0.0,345.0,0.0,0.0,20100000.0
BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA),2026Q1,22,5.740362689494244,0.8181818181818182,0.0,345.0,0.0,0.0,22514000.0
BIDAR(DEPUTY COMMISSIONER BIDAR_IDA),2023Q3,46,5.6020599913279625,0.7608695652173914,0.021739130434782608,686.0,0.0,0.0,18390751.0
BIDAR(DEPUTY COMMISSIONER BIDAR_IDA),2023Q4,8,5.6020599913279625,0.625,0.0,345.0,0.0,0.0,3029000.0
BIDAR(DEPUTY COMMISSIONER BIDAR_IDA),2024Q1,399,4.999404608623512,0.19047619047619047,0.7794486215538847,598.0,0.010025062656641603,0.0,55486221.0
BIDAR(DEPUTY COMMISSIONER BIDAR_IDA),2024Q4,4,5.3979400086720375,1.0,0.0,345.0,0.75,0.0,1750000.0
BIDAR(DEPUTY COMMISSIONER BIDAR_IDA),2025Q1,42,5.694166295933198,0.5952380952380952,0.0,345.0,0.5952380952380952,0.0,21965000.0
BIDAR(DEPUTY COMMISSIONER BIDAR_IDA),2025Q2,47,5.694605198933568,0.3617021276595745,0.0,345.0,0.5319148936170213,0.0,21967500.0
BIDAR(DEPUTY COMMISSIONER BIDAR_IDA),2025Q4,14,5.698970004336019,0.9285714285714286,0.0,345.0,0.21428571428571427,0.0,15349000.0
BIJAPUR(Collector Bijapur_IDA),2024Q4,11,5.8750612633917,0.09090909090909091,0.0,345.0,0.0,0.0,8745538.0
BIJAPUR(Collector Bijapur_IDA),2025Q1,1,5.113943352306837,0.0,0.0,345.0,0.0,0.0,130000.0
BIJAPUR(Collector Bijapur_IDA),2025Q2,9,5.979146671442579,0.2222222222222222,0.0,345.0,0.0,0.0,8771277.0
BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),2023Q3,117,5.22104369052083,0.0,0.9743589743589743,229.0,0.0,0.0,27426954.0
BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),2023Q4,83,5.240491837746281,0.012048192771084338,0.9879518072289156,155.0,0.0,0.0,35204922.0
BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),2024Q1,126,5.2404993265075115,0.0,0.9920634920634921,163.0,0.0,0.0,58913406.01
BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),2024Q3,91,5.278454063062743,0.0,1.0,78.0,0.0,0.0,23986503.0
BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),2024Q4,22,5.8687061402640115,0.0,0.5909090909090909,457.0,0.0,0.0,16665463.0
BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),2025Q1,122,5.2418452043147825,0.0,0.7622950819672131,329.0,0.08196721311475409,0.0,38103889.0
BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),2025Q2,3,5.997779430865604,0.0,0.0,345.0,0.0,0.0,3114400.0
BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),2025Q3,143,5.028774526500088,0.006993006993006993,0.8321678321678322,166.0,0.8461538461538461,0.0,33371048.0
BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),2025Q4,176,5.028977705208778,0.0,0.0,345.0,0.7784090909090909,0.0,30929000.0
BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),2026Q1,85,5.0285712526925375,0.0,0.0,345.0,0.023529411764705882,0.0,10773600.0
BIKANER(DISTRICT COLLECTOR BIKANER_IDA),2023Q3,1,6.477121254719663,1.0,0.0,345.0,0.0,0.0,3000000.0
BIKANER(DISTRICT COLLECTOR BIKANER_IDA),2023Q4,1,5.998298580128037,0.0,1.0,754.0,0.0,0.0,996090.0
BIKANER(DISTRICT COLLECTOR BIKANER_IDA),2024Q3,1,6.175993097410087,0.0,1.0,368.0,0.0,0.0,1499661.0
BIKANER(DISTRICT COLLECTOR BIKANER_IDA),2024Q4,22,6.0,0.8181818181818182,0.22727272727272727,384.0,0.0,0.0,25732096.0
BIKANER(DISTRICT COLLECTOR BIKANER_IDA),2025Q1,6,6.041392685158225,0.8333333333333334,0.3333333333333333,389.0,0.0,0.0,6690950.0
BIKANER(DISTRICT COLLECTOR BIKANER_IDA),2025Q2,11,6.158601589824832,0.8181818181818182,0.2727272727272727,314.0,0.0,0.0,19274943.0
BIKANER(DISTRICT COLLECTOR BIKANER_IDA),2025Q3,9,6.1759290921760694,0.7777777777777778,0.3333333333333333,151.0,0.0,0.0,11797520.0
BIKANER(DISTRICT COLLECTOR BIKANER_IDA),2025Q4,46,5.698970004336019,0.7608695652173914,0.2391304347826087,165.0,0.0,0.0,28910601.0
BIKANER(DISTRICT COLLECTOR BIKANER_IDA),2026Q1,6,6.161368002234975,1.0,0.0,345.0,0.0,0.0,8400000.0
"BILASPUR(DEPUTY COMMISSIONER, BILASPUR)",2023Q3,15,5.0,0.8666666666666667,0.5333333333333333,692.0,0.0,0.0,2300000.0
"BILASPUR(DEPUTY COMMISSIONER, BILASPUR)",2023Q4,29,5.301029995663981,1.0,0.5862068965517241,857.0,0.0,0.0,5600000.0
"BILASPUR(DEPUTY COMMISSIONER, BILASPUR)",2024Q1,52,5.176091259055681,0.9038461538461539,0.6730769230769231,544.0,0.0,0.0,10575000.0
"BILASPUR(DEPUTY COMMISSIONER, BILASPUR)",2024Q3,4,5.477121254719663,1.0,0.0,345.0,0.0,0.0,1400000.0
"BILASPUR(DEPUTY COMMISSIONER, BILASPUR)",2024Q4,3,5.477121254719663,1.0,0.0,345.0,0.0,0.0,900000.0
"BILASPUR(DEPUTY COMMISSIONER, BILASPUR)",2025Q1,9,5.3979400086720375,0.7777777777777778,0.5555555555555556,400.0,0.5555555555555556,0.0,2230000.0
"BILASPUR(DEPUTY COMMISSIONER, BILASPUR)",2025Q2,13,5.301029995663981,0.9230769230769231,0.15384615384615385,295.0,0.0,0.0,4599874.0
"BILASPUR(DEPUTY COMMISSIONER, BILASPUR)",2025Q3,1,5.477121254719663,1.0,0.0,345.0,0.0,0.0,300000.0
"BILASPUR(DEPUTY COMMISSIONER, BILASPUR)",2025Q4,2,6.0,1.0,0.0,345.0,0.0,0.0,2000000.0
"BILASPUR(DEPUTY COMMISSIONER, BILASPUR)",2026Q1,1,5.301029995663981,1.0,0.0,345.0,0.0,0.0,200000.0
BILASPUR(DISTRICT COLLECTOR BILASPUR_IDA),2023Q3,89,5.698970004336019,0.7528089887640449,0.5842696629213483,770.0,0.16853932584269662,0.0,40774527.0
BILASPUR(DISTRICT COLLECTOR BILASPUR_IDA),2024Q1,2,5.2420206087290895,0.0,0.0,345.0,0.0,0.0,349181.0
BILASPUR(DISTRICT COLLECTOR BILASPUR_IDA),2024Q4,17,5.698970004336019,0.9411764705882353,0.23529411764705882,440.0,0.0,0.0,10699797.0
BILASPUR(DISTRICT COLLECTOR BILASPUR_IDA),2025Q1,29,5.698970004336019,0.6896551724137931,0.2413793103448276,218.0,0.0,0.0,19619079.0
BILASPUR(DISTRICT COLLECTOR BILASPUR_IDA),2025Q2,10,5.698970004336019,0.9,0.2,175.5,0.0,0.0,7729738.0
BILASPUR(DISTRICT COLLECTOR BILASPUR_IDA),2025Q3,3,5.845098040014257,0.3333333333333333,0.0,345.0,0.0,0.0,5145000.0
BILASPUR(DISTRICT COLLECTOR BILASPUR_IDA),2025Q4,3,6.0,1.0,0.0,345.0,0.0,0.0,2800000.0
BILASPUR(DISTRICT COLLECTOR BILASPUR_IDA),2026Q1,15,6.0,1.0,0.0,345.0,0.0,0.0,13500000.0
BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA),2023Q3,5,6.079181246047625,0.6,0.4,214.0,0.0,0.0,7463789.0
BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA),2023Q4,102,5.6710510565057275,0.14705882352941177,0.7941176470588235,175.0,0.09803921568627451,0.0,80898084.74
BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA),2024Q1,71,5.539933798760363,0.1267605633802817,0.8450704225352113,283.5,0.0,0.0,41421904.0
BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA),2024Q3,37,5.762614052329332,0.16216216216216217,0.7297297297297297,122.0,0.0,0.0,42823711.0
BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA),2024Q4,57,5.697623342910822,0.2982456140350877,0.6666666666666666,127.5,0.07017543859649122,0.0,43200513.6
BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA),2025Q1,54,5.829303772831025,0.48148148148148145,0.14814814814814814,254.0,0.037037037037037035,0.0,76909325.0
BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA),2025Q2,27,5.698970004336019,0.5555555555555556,0.37037037037037035,220.5,0.0,0.0,33674578.0
BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA),2025Q3,32,5.694605198933568,0.5,0.09375,232.0,0.0,0.0,26718070.0
BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA),2025Q4,18,5.812913356642856,0.5,0.0,345.0,0.0,0.0,24496373.0
BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA),2026Q1,41,5.511883360978874,0.8048780487804879,0.0,345.0,0.0,0.0,31444692.0
BISHNUPUR(Deputy Commissioner Bishnupur_ida),2024Q1,5,6.176091259055681,0.8,0.0,345.0,0.0,0.0,12054000.0
BISHNUPUR(Deputy Commissioner Bishnupur_ida),2025Q1,3,6.414973347970818,1.0,0.0,345.0,0.0,0.0,9000000.0
BISHNUPUR(Deputy Commissioner Bishnupur_ida),2025Q2,1,6.0,1.0,0.0,345.0,0.0,0.0,1000000.0
BISHNUPUR(Deputy Commissioner Bishnupur_ida),2025Q3,1,6.074210272055935,0.0,0.0,345.0,0.0,0.0,1186343.0
BISHNUPUR(Deputy Commissioner Bishnupur_ida),2026Q1,1,5.778151250383644,1.0,0.0,345.0,0.0,0.0,600000.0
BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),2023Q2,2,6.041392685158225,1.0,0.0,345.0,0.0,0.0,2200000.0
BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),2023Q3,22,5.637989780784685,0.22727272727272727,0.0,345.0,0.0,0.0,10579700.0
BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),2023Q4,209,5.176091259055681,0.7320574162679426,0.0,345.0,0.0,0.0,51397400.0
BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),2024Q1,15,5.477121254719663,0.8,0.0,345.0,0.0,0.0,4521000.0
BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),2024Q3,350,4.342422680822207,0.002857142857142857,0.0,345.0,0.0,0.0,18740000.0
BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),2024Q4,23,5.342422680822207,0.0,0.0,345.0,0.0,0.0,4950000.0
BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),2025Q2,20,5.544068044350276,0.9,0.0,345.0,0.0,0.0,7567000.0
BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),2025Q3,60,5.544068044350276,0.7333333333333333,0.0,345.0,0.0,0.0,21106800.0
BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),2025Q4,5,5.544068044350276,0.8,0.0,345.0,0.0,0.0,1875000.0
BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),2026Q1,33,5.574031267727719,0.5454545454545454,0.0,345.0,0.0,0.0,11809000.0
BONGAIGAON(Deputy Commissioner Bongaigaon_IDA),2023Q3,15,5.6020599913279625,1.0,0.0,345.0,0.0,0.0,6350000.0
BONGAIGAON(Deputy Commissioner Bongaigaon_IDA),2023Q4,8,5.6020599913279625,1.0,0.0,345.0,0.0,0.0,3750000.0
BONGAIGAON(Deputy Commissioner Bongaigaon_IDA),2024Q1,16,5.511883360978874,1.0,0.0,345.0,0.0,0.0,6450000.0
BONGAIGAON(Deputy Commissioner Bongaigaon_IDA),2024Q3,2,5.698970004336019,1.0,0.0,345.0,0.0,0.0,1000000.0
BONGAIGAON(Deputy Commissioner Bongaigaon_IDA),2024Q4,3,5.954242509439325,0.6666666666666666,0.0,345.0,0.0,0.0,3398000.0
BONGAIGAON(Deputy Commissioner Bongaigaon_IDA),2025Q1,13,6.0,1.0,0.0,345.0,0.0,0.0,13400000.0
BONGAIGAON(Deputy Commissioner Bongaigaon_IDA),2025Q2,6,6.243038048686294,1.0,0.0,345.0,0.0,0.0,10800000.0
BONGAIGAON(Deputy Commissioner Bongaigaon_IDA),2025Q4,10,6.033423755486949,0.9,0.0,345.0,0.0,0.0,15660000.0
BONGAIGAON(Deputy Commissioner Bongaigaon_IDA),2026Q1,16,5.698970004336019,0.9375,0.0,345.0,0.0,0.0,10070000.0
BOTAD(District collector Botad_IDA),2023Q1,1,5.477051762042995,0.0,1.0,1111.0,0.0,0.0,299952.0
BOTAD(District collector Botad_IDA),2023Q3,2,5.476883051265335,0.0,1.0,766.0,0.0,0.0,599671.0
BOTAD(District collector Botad_IDA),2023Q4,16,5.395532568463632,0.625,0.25,799.0,0.4375,0.0,6146332.0
BOTAD(District collector Botad_IDA),2024Q1,101,4.988112840268352,0.12871287128712872,0.48514851485148514,522.0,0.7524752475247525,0.0,17247984.0
BOTAD(District collector Botad_IDA),2024Q3,1,4.658011396657113,0.0,0.0,345.0,0.0,0.0,45500.0
BOTAD(District collector Botad_IDA),2024Q4,5,5.477121254719663,0.4,0.6,210.0,0.0,0.0,1698483.0
BOTAD(District collector Botad_IDA),2025Q1,8,5.602045333641848,0.75,0.25,251.5,0.0,0.0,6745473.0
BOTAD(District collector Botad_IDA),2025Q2,2,5.5938396610812715,0.5,0.0,345.0,0.0,0.0,785000.0
BOTAD(District collector Botad_IDA),2025Q3,12,5.3979400086720375,0.6666666666666666,0.08333333333333333,130.0,0.0,0.0,2949953.0
BOTAD(District collector Botad_IDA),2025Q4,1,5.69810054562339,0.0,0.0,345.0,0.0,0.0,499000.0
BOTAD(District collector Botad_IDA),2026Q1,3,5.698970004336019,1.0,0.0,345.0,0.0,0.0,4500000.0
BOUDH(District Collector Boudh_IDA),2024Q1,1,5.698970004336019,1.0,0.0,345.0,0.0,0.0,500000.0
BOUDH(District Collector Boudh_IDA),2025Q1,2,5.3979400086720375,1.0,0.0,345.0,0.0,0.0,500000.0
BOUDH(District Collector Boudh_IDA),2025Q2,2,5.217447093421749,0.5,0.5,176.0,0.0,0.0,329972.0
BOUDH(District Collector Boudh_IDA),2025Q3,1,5.301029995663981,1.0,0.0,345.0,0.0,0.0,200000.0
BOUDH(District Collector Boudh_IDA),2026Q1,10,5.653212513775344,0.8,0.0,345.0,0.0,0.0,5160000.0
BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),2023Q3,218,5.2129143726086715,0.0,1.0,285.0,0.9954128440366973,0.0,35945501.89
BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),2023Q4,117,5.213353039170902,0.017094017094017096,0.9572649572649573,193.0,0.23076923076923078,0.0,66553049.32
BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),2024Q1,123,5.213328644995042,0.0,0.45528455284552843,130.0,0.2845528455284553,0.0,47094179.36
BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),2024Q3,3,6.290226771991588,0.0,1.0,471.0,0.0,0.0,49800950.0
BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),2024Q4,130,5.229425847920695,0.09230769230769231,0.7769230769230769,295.0,0.0,0.0,56188773.0
BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),2025Q1,1,6.375553883598933,0.0,1.0,183.0,0.0,0.0,2374400.0
BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),2025Q2,6,6.393206554563365,0.0,0.8333333333333334,231.0,0.0,0.0,32086878.0
BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),2025Q3,16,5.974048136577177,0.0,0.75,136.0,0.375,0.0,31318981.0
BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),2025Q4,5,6.1195857749617835,0.0,0.2,107.0,0.0,0.0,41455988.0
BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),2026Q1,33,6.0178677189635055,0.06060606060606061,0.0,345.0,0.0,0.0,34871300.0
BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),2023Q2,164,5.18162587184523,0.0,1.0,128.0,0.23170731707317074,0.0,28311648.42
BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),2023Q3,183,5.181763578960211,0.0,1.0,135.0,0.0,0.0,46474680.28
BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),2023Q4,36,5.956350469319047,0.0,1.0,216.0,0.0,0.0,30293788.0
BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),2024Q1,5,5.715133048065957,0.0,0.8,361.5,0.0,0.0,11031658.0
BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),2024Q3,6,5.819289864768452,0.16666666666666666,0.6666666666666666,439.0,0.3333333333333333,0.0,5483456.0
BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),2024Q4,1,6.0,1.0,0.0,345.0,0.0,0.0,1000000.0
BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),2025Q1,90,5.925049475426235,0.011111111111111112,0.9222222222222223,252.0,0.0,0.14444444444444443,80761060.0
BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),2025Q2,10,5.819543935541868,0.1,0.3,171.0,0.0,0.0,7722065.0
BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),2025Q3,58,5.478934263730275,0.034482758620689655,0.7586206896551724,114.0,0.0,0.0,43691239.0
BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),2025Q4,80,5.448774317987945,0.0,0.8625,150.0,0.0875,0.0,34048059.0
BULDHANA(DISTRICT COLLECTOR BULDHANA_IDA),2022Q1,16,5.786664128697847,0.0625,0.25,1440.5,0.0,0.0,10471782.0
BULDHANA(DISTRICT COLLECTOR BULDHANA_IDA),2023Q2,25,5.902709812969877,0.12,0.56,941.0,0.0,0.0,16666920.0
BULDHANA(DISTRICT COLLECTOR BULDHANA_IDA),2023Q4,5,5.69407846208076,0.2,0.4,789.5,0.0,0.0,2648459.0
BULDHANA(DISTRICT COLLECTOR BULDHANA_IDA),2024Q1,163,5.840075341302026,0.04294478527607362,0.7361963190184049,704.0,0.0,0.0,111143150.0
BULDHANA(DISTRICT COLLECTOR BULDHANA_IDA),2024Q3,1,6.25232160506639,0.0,1.0,490.0,0.0,0.0,1787811.0
BULDHANA(DISTRICT COLLECTOR BULDHANA_IDA),2024Q4,2,6.2419559288215964,0.5,0.0,345.0,0.0,0.0,3491290.0
BULDHANA(DISTRICT COLLECTOR BULDHANA_IDA),2025Q4,4,5.829303772831025,1.0,0.0,345.0,0.0,0.0,2700000.0
BULDHANA(DISTRICT COLLECTOR BULDHANA_IDA),2026Q1,39,5.845098040014257,1.0,0.0,345.0,0.0,0.0,28350000.0
BUNDI(DISTRICT COLLECTOR BUNDI_IDA),2023Q3,61,5.477121254719663,0.6885245901639344,0.26229508196721313,926.0,0.0,0.0,28710355.0
BUNDI(DISTRICT COLLECTOR BUNDI_IDA),2023Q4,14,5.698970004336019,0.8571428571428571,0.14285714285714285,842.0,0.0,0.0,6615506.0
BUNDI(DISTRICT COLLECTOR BUNDI_IDA),2024Q1,91,5.698970004336019,0.7142857142857143,0.23076923076923078,699.0,0.0,0.0,54555144.0
BUNDI(DISTRICT COLLECTOR BUNDI_IDA),2024Q3,2,5.653212513775344,1.0,0.0,345.0,0.0,0.0,900000.0
BUNDI(DISTRICT COLLECTOR BUNDI_IDA),2024Q4,3,5.698970004336019,1.0,0.0,345.0,0.0,0.0,2000000.0
BUNDI(DISTRICT COLLECTOR BUNDI_IDA),2025Q1,3,5.698970004336019,1.0,0.0,345.0,0.0,0.0,2500000.0
BUNDI(DISTRICT COLLECTOR BUNDI_IDA),2025Q2,15,5.698970004336019,0.7333333333333333,0.06666666666666667,329.0,0.0,0.0,13140758.0
BUNDI(DISTRICT COLLECTOR BUNDI_IDA),2025Q3,8,5.698970004336019,0.75,0.0,345.0,0.0,0.0,5140000.0
BUNDI(DISTRICT COLLECTOR BUNDI_IDA),2025Q4,8,5.892928982355206,0.75,0.125,123.0,0.0,0.0,6561840.0
BUNDI(DISTRICT COLLECTOR BUNDI_IDA),2026Q1,2,5.698970004336019,1.0,0.0,345.0,0.0,0.0,1000000.0
BURHANPUR(District Collector Burhanpur_IDA),2023Q3,44,5.685741738602264,0.022727272727272728,0.9545454545454546,883.0,0.0,0.0,20804300.0
BURHANPUR(District Collector Burhanpur_IDA),2023Q4,12,5.653212513775344,0.9166666666666666,0.6666666666666666,765.0,0.0,0.0,6104000.0
BURHANPUR(District Collector Burhanpur_IDA),2024Q1,23,5.4773528166989705,0.4782608695652174,0.6521739130434783,716.0,0.0,0.0,8470360.0
BURHANPUR(District Collector Burhanpur_IDA),2024Q3,8,5.0,1.0,0.0,345.0,1.0,0.0,800000.0
BURHANPUR(District Collector Burhanpur_IDA),2024Q4,8,5.698970004336019,0.75,0.5,471.0,0.0,0.0,3261813.0
BURHANPUR(District Collector Burhanpur_IDA),2025Q1,11,5.56139598353383,0.0,0.8181818181818182,383.0,0.5454545454545454,0.0,3514287.0
BURHANPUR(District Collector Burhanpur_IDA),2025Q2,22,5.557805451359433,0.045454545454545456,0.6818181818181818,226.0,0.7727272727272727,0.0,8977765.0
BURHANPUR(District Collector Burhanpur_IDA),2025Q3,1,5.845098040014257,1.0,0.0,345.0,0.0,0.0,700000.0
BURHANPUR(District Collector Burhanpur_IDA),2026Q1,11,5.698970004336019,0.9090909090909091,0.0,345.0,0.18181818181818182,0.0,4962006.0
BUXAR(DISTRICT PLANNING OFFICER BUXAR_IDA),2023Q3,15,5.770536849792911,0.0,1.0,351.0,0.0,0.0,10139048.0
BUXAR(DISTRICT PLANNING OFFICER BUXAR_IDA),2023Q4,19,5.846301847470938,0.15789473684210525,0.8421052631578947,290.0,0.0,0.0,17070139.0
BUXAR(DISTRICT PLANNING OFFICER BUXAR_IDA),2024Q1,11,6.087072627490074,0.18181818181818182,0.8181818181818182,465.0,0.0,0.0,12953064.0
BUXAR(DISTRICT PLANNING OFFICER BUXAR_IDA),2024Q3,8,6.1592643748076386,0.0,1.0,395.0,0.0,0.0,8227082.0
BUXAR(DISTRICT PLANNING OFFICER BUXAR_IDA),2025Q2,13,6.1724899649300085,0.0,1.0,195.0,0.0,0.0,16145627.0
BUXAR(DISTRICT PLANNING OFFICER BUXAR_IDA),2025Q3,9,6.1746141755078545,0.0,0.8888888888888888,106.0,0.0,0.0,11002257.0
BUXAR(DISTRICT PLANNING OFFICER BUXAR_IDA),2026Q1,3,5.845098040014257,1.0,0.0,345.0,0.0,0.0,2200000.0
Balodabazar-Bhatapara(Collector Baloda Bazar_IDA),2023Q3,24,5.69810054562339,0.3333333333333333,0.9166666666666666,180.0,0.0,0.0,13050949.0
Balodabazar-Bhatapara(Collector Baloda Bazar_IDA),2023Q4,5,5.698970004336019,0.6,1.0,346.0,0.0,0.0,2492000.0
Balodabazar-Bhatapara(Collector Baloda Bazar_IDA),2024Q1,12,5.698970004336019,0.75,1.0,307.5,0.0,0.0,6195253.0
Balodabazar-Bhatapara(Collector Baloda Bazar_IDA),2024Q3,1,6.300812794118117,0.0,1.0,462.0,0.0,0.0,1999000.0
Balodabazar-Bhatapara(Collector Baloda Bazar_IDA),2024Q4,18,5.880330456754719,0.3888888888888889,0.8333333333333334,205.0,0.0,0.0,15030258.0
Balodabazar-Bhatapara(Collector Baloda Bazar_IDA),2025Q1,12,5.511214701136388,0.4166666666666667,0.6666666666666666,339.0,0.0,0.0,5145381.0
Balodabazar-Bhatapara(Collector Baloda Bazar_IDA),2025Q2,7,6.0,0.8571428571428571,0.8571428571428571,321.0,0.0,0.0,8499000.0
Balodabazar-Bhatapara(Collector Baloda Bazar_IDA),2025Q3,12,6.0,0.8333333333333334,0.25,161.0,0.0,0.0,12198345.0
Balodabazar-Bhatapara(Collector Baloda Bazar_IDA),2025Q4,8,5.8750612633917,1.0,0.125,117.0,0.0,0.0,6500000.0
Balodabazar-Bhatapara(Collector Baloda Bazar_IDA),2026Q1,11,5.698970004336019,1.0,0.18181818181818182,116.5,0.0,0.0,6600000.0
Balotra(DISTRICT COLLECTOR Balotra_IDA),2024Q1,1,5.698970004336019,1.0,0.0,345.0,0.0,0.0,500000.0
Balotra(DISTRICT COLLECTOR Balotra_IDA),2024Q3,1,6.176091259055681,1.0,1.0,92.0,0.0,0.0,1500000.0
Balotra(DISTRICT COLLECTOR Balotra_IDA),2024Q4,3,6.301029995663981,0.6666666666666666,0.3333333333333333,429.0,0.0,0.0,4994499.0
Balotra(DISTRICT COLLECTOR Balotra_IDA),2025Q1,42,5.176091259055681,0.7857142857142857,0.6428571428571429,269.0,0.0,0.0,20135601.0
Balotra(DISTRICT COLLECTOR Balotra_IDA),2025Q2,13,5.954242509439325,0.9230769230769231,0.3076923076923077,241.0,0.3076923076923077,0.0,12299632.0
Balotra(DISTRICT COLLECTOR Balotra_IDA),2025Q3,2,6.113943352306837,1.0,0.0,345.0,0.5,0.0,2600000.0
Balotra(DISTRICT COLLECTOR Balotra_IDA),2025Q4,12,5.778151250383644,1.0,0.08333333333333333,175.0,0.9166666666666666,0.0,8200000.0
Balrampur Ramanujganj(District Collector BALRAMPUR_IDA),2023Q4,3,5.987178526870033,0.0,0.6666666666666666,814.5,0.0,0.0,2769950.0
Balrampur Ramanujganj(District Collector BALRAMPUR_IDA),2024Q3,5,6.0,1.0,0.0,345.0,0.0,0.0,5000000.0
Balrampur Ramanujganj(District Collector BALRAMPUR_IDA),2024Q4,25,5.698970004336019,0.56,0.08,402.0,0.32,0.0,15434092.0
